Gender,City,Country,Student Course,Month enr,Year enr,enrollments
Female,MOMBASA,Kenya,[DIPLOMA MARITIME MANAGEMENT(ICM)],Aug,2019,1
Male,NAIROBI,Kenya,[Artisan Electrical installation(KNEC)],Aug,2019,1
Male,KISUMU,Kenya,[DIPLOMA IN JOURNALISM & MASS COMMUNICATION(ICM)],Aug,2019,1
Male,KISUMU,Kenya,[CERT ELECTRICAL AND ELECTRONICS (KNEC)],Aug,2019,1
Male,NAIROBI,Kenya,[DIPLOMA ELECTRICAL AND ELECTRONICS (KNEC)],Aug,2019,1
Male,NAIROBI,Kenya,[DIPLOMA ELECTRICAL AND ELECTRONICS (KNEC)],Aug,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN JOURNALISM & MASS COMMUNICATION(ICM)],Aug,2019,1
Male,MACHAKOS,Kenya,[DIPLOMA ELECTRICAL AND ELECTRONICS (KNEC)],Aug,2019,1
Male,NAIROBI,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Aug,2019,1
Male,RONGO,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Aug,2019,1
Male,MOMBASA,Kenya,[Diploma in Aeronautical Engineering(KNEC)],Aug,2019,1
Female,MACHAKOS,Kenya,[DIPLOMA BANKING & FINANCE(KNEC)],Aug,2019,1
Female,,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Aug,2019,1
Female,,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Aug,2019,1
Female,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Aug,2019,1
Male,RONGAI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Aug,2019,1
Female,NAIROBI,"Congo, The Democratic Republic Of The",[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Aug,2019,1
Female,STAREHE,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Aug,2019,1
Male,KAYOLE,Kenya,[DIP. INFORMATION COMM. TECHNOLOGY(DICT)(KNEC)],Aug,2019,1
Female,TAITA,Kenya,[DIPLOMA IN COMMUNITY DEVELOPMENT & SOCIAL WORK],Aug,2019,1
Female,EMBU,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Aug,2019,1
Female,NAIROBI,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Aug,2019,1
Female,NAIROBI,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Aug,2019,1
Female,NAIROBI,Kenya,[Artisan Food And Beverage production and Services],Aug,2019,1
Male,NAIROBI,Kenya,[Artisan Electrical installation(KNEC)],Aug,2019,1
Male,STAREHE,Kenya,[CERTIFICATE BANKING & FINANCE(KNEC)],Aug,2019,1
Female,KIAMBU,Kenya,[CERTIFICATE IN TOUR GUIDE AND ADMINISTRATION(ICM)],Aug,2019,1
Male,NAKURU,Kenya,[DIPLOMA IN INTERNATIONAL FREIGHT MANAGEMENT(KNEC)],Aug,2019,1
Female,NAKURU,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Aug,2019,1
Male,LIMURU,Kenya,[CERTIFICATE IN TOUR GUIDE AND ADMINISTRATION(ICM)],Aug,2019,1
Male,MWINGI,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Aug,2019,1
Male,MACHAKOS,Kenya,[DIPLOMA IN INTERNATIONAL FREIGHT MANAGEMENT(KNEC)],Aug,2019,1
Female,PANGANI,Tanzania,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Aug,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Aug,2019,1
Female,RUAKA,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Aug,2019,1
Male,,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Aug,2019,1
Female,NAIROBI,Kenya,[Artisan Salesmanship],Aug,2019,1
Male,KISII,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Aug,2019,1
Male,KAJIADO,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Aug,2019,1
Female,KISUMU,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Aug,2019,1
Male,KANGEMI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Aug,2019,1
Male,NAKURU,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Aug,2019,1
Male,NAIROBI,Somalia,[DIPLOMA IN  HUMAN RESOURCE (ICM)],Aug,2019,1
Female,MACHAKOS,Kenya,[DIPLOMA IN COMMUNITY DEVELOPMENT & SOCIAL WORK],Aug,2019,1
Male,MOMBASA,Kenya,[CERTIFICATE IN INFORMATION TECHNOLOGY IT (KNEC)],Aug,2019,1
Male,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Aug,2019,1
Female,THIKA,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Aug,2019,1
Male,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Aug,2019,1
Male,UMOJA,Kenya,[CERTIFICATE IN INFORMATION TECHNOLOGY IT (KNEC)],Aug,2019,1
Male,NAIROBI,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Aug,2019,1
Male,NAIROBI,Sudan,[DIPLOMA ENGLISH],Aug,2019,1
Female,NAIROBI,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Aug,2019,1
Male,NYANDARUA,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Aug,2019,1
Male,NAIROBI,Kenya,[CERT IN ELECTRICAL AND ELECTRONICS TECHNOLOGY(CITY&GUILDS)],Aug,2019,1
Male,NAIROBI,Kenya,[CPA SEC 1],Aug,2019,1
Female,BUSIA,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Aug,2019,1
Male,NAIROBI,Comoros,[CERT CARGO RATING(IATA)],Aug,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN JOURNALISM & MASS COMMUNICATION(ICM)],Aug,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Aug,2019,1
Male,NAIROBI,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Aug,2019,1
Female,NAIROBI,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Aug,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Aug,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE IN INFORMATION TECHNOLOGY IT (KNEC)],Aug,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE AIR CARGO INTRODUCTORY(IATA)],Aug,2019,1
Female,NAIROBI,Kenya,[CERT DANGEROUS GOODS & REGULATION(IATA)],Aug,2019,1
Male,NAIROBI,Kenya,[CERT ELECTRICAL AND ELECTRONICS (KNEC)],Aug,2019,1
Female,NAIROBI,Ghana,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Aug,2019,1
Female,NAIROBI,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Aug,2019,1
Female,KISUMU,Kenya,[Artisan Food And Beverage production and Services],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN INTERNATIONAL FREIGHT MANAGEMENT(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Sep,2019,1
Male,NAIROBI,Tanzania,[Diploma in Aeronautical Engineering(KNEC)],Sep,2019,1
Female,RONGAI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA ELECTRICAL AND ELECTRONICS (KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN JOURNALISM & MASS COMMUNICATION(ICM)],Sep,2019,1
Male,NDHIWA,Kenya,[Diploma in Aeronautical Engineering(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA ELECTRICAL AND ELECTRONICS (KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN FOOD PRODUCTION (ICM)],Sep,2019,1
Female,MUTHIGA,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,"Congo, The Democratic Republic Of The",[COMPUTER APPLICATION],Sep,2019,1
Female,LANGATA,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Female,,Kenya,[CERTIFICATE IN INFORMATION TECHNOLOGY IT (KNEC)],Sep,2019,1
Female,DANDORA,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Sep,2019,1
Male,NGARA,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Sep,2019,1
Male,EASTLEIGH,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Sep,2019,1
Female,NAIROBI,Kenya,[Diploma in Aeronautical Engineering(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Sep,2019,1
Male,EASTLEIGH,Kenya,[DIP. AIR TRAVEL OPERATIONS/COMP. Tourism mgt(consultancy level 2) (IATA)],Sep,2019,1
Female,,Kenya,[DIPLOMA ELECTRICAL AND ELECTRONICS (KNEC)],Sep,2019,1
Male,,Somalia,[CERT IN ENGLISH],Sep,2019,1
Female,MOMBASA,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[DIP. INFORMATION COMM. TECHNOLOGY(DICT)(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE IN INFORMATION TECHNOLOGY IT (KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Female,KASARANI,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Male,KIKUYU,Kenya,[DIPLOMA IN JOURNALISM & MASS COMMUNICATION(ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT ELECTRICAL AND ELECTRONICS (KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[DIP. INFORMATION COMM. TECHNOLOGY(DICT)(KNEC)],Sep,2019,1
Female,MASINGA,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Male,EMBAKASI,Kenya,[DIP. INFORMATION COMM. TECHNOLOGY(DICT)(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[ARTISAN IN IT],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Sep,2019,1
Female,KANGEMI,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Sep,2019,1
Male,NAIROBI,Somalia,[CERT IN ENGLISH],Sep,2019,1
Male,THIKA,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Female,,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Sep,2019,1
Female,NAIROBI,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[Artisan Food And Beverage production and Services],Sep,2019,1
Male,NAIROBI,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Sep,2019,1
Female,NAIROBI,Kenya,[CERT HOTEL & CATERING MANAGEMENT(ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN COMMUNITY DEVELOPMENT & SOCIAL WORK],Sep,2019,1
Female,NAIROBI,Kenya,[Artisan Salesmanship],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA HOUSEKEEPING & ACCOMMODATION(ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN TOUR GUIDING AND ADMINISTRATION (ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE BANKING & FINANCE(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN ELECTRICAL AND ELECTRONICS TECHNOLOGY(CITY&GUILDS)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA BANKING & FINANCE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,"[CERTIFICATE AIRPORT OPERATIONS(IATA), DIPLOMA AIRPORT OPERATIONS(IATA)]",Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Sep,2019,1
Female,KIAMBU,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE HUMAN RESOURCE MGT(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN FOOD PRODUCTION (ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE BANKING & FINANCE(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN JOURNALISM & MASS COMMUNICATION(ICM)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA BANKING & FINANCE(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[BAKING & PASTRY],Sep,2019,1
Female,NAIROBI,Kenya,[CERT HOTEL & CATERING MANAGEMENT(ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE IN INFORMATION TECHNOLOGY IT (KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN FRONT OFFICE OPERATION & ADMINISTRATION],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE IN INFORMATION TECHNOLOGY IT (KNEC)],Sep,2019,1
Female,,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Sep,2019,1
Female,,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN TOUR GUIDING AND ADMINISTRATION (ICM)],Sep,2019,1
Female,NAKURU,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE HUMAN RESOURCE MGT(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[Artisan Electrical installation(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE HUMAN RESOURCE MGT(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE BUSINESS MGT(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA HUMAN RESOURCE MGT(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN JOURNALISM & MASS COMMUNICATION(ICM)],Sep,2019,1
Male,NAIROBI,Uganda,[CERT IN ENGLISH],Sep,2019,1
Female,NAIROBI,Kenya,[CERT/DIP/ADVANCED BUSINESS ADMINISTRATION(ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[COMPUTER RESERVATION SYSTEM(GALILEO/AMADEUS)],Sep,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE IN SECRETARIAL STUDIES(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE BANKING & FINANCE(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIP IN PROJECT MANAGEMENT(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT IN ENGLISH],Sep,2019,1
Female,NAIROBI,Kenya,[COMPUTER APPLICATION],Sep,2019,1
Male,NAIROBI,Kenya,[Artisan Electrical installation(KNEC)],Sep,2019,1
Female,,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN TOUR GUIDING AND ADMINISTRATION (ICM)],Sep,2019,1
Male,NAIROBI,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[Artisan Food And Beverage production and Services],Sep,2019,1
Female,NAIROBI,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE IN INFORMATION TECHNOLOGY IT (KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[PC MAINTENANCE ],Sep,2019,1
Female,NAIROBI,Kenya,[CERT AIRLINE PASSENGER HANDLING(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN INTERNATIONAL FREIGHT MANAGEMENT(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[ATD LEVEL 1],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN  HUMAN RESOURCE (ICM)],Sep,2019,1
Male,NAIROBI,Kenya,[Artisan Food And Beverage production and Services],Sep,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Sep,2019,1
Female,,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Sep,2019,1
Male,,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN SOFTWARE ENGINEERING (CITY & GUILDS)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT HOTEL & CATERING MANAGEMENT(ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIP. PUBLIC RELATIONS],Sep,2019,1
Female,NAIROBI,Sudan,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[COMPUTER APPLICATION],Sep,2019,1
Male,NAIROBI,Kenya,[Artisan Electrical installation(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT ELECTRICAL AND ELECTRONICS (KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Male,NAIROBI,Somalia,[DIPLOMA AIRPORT OPERATIONS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[COMPUTER APPLICATION],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE IN TOUR GUIDE AND ADMINISTRATION(ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[DIP. INFORMATION COMM. TECHNOLOGY(DICT)(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN JOURNALISM & MASS COMMUNICATION(ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[Artisan Salesmanship],Sep,2019,1
Female,NAIROBI,Kenya,[COMPUTER RESERVATION SYSTEM(GALILEO/AMADEUS)],Sep,2019,1
Male,,Kenya,[Artisan Electrical installation(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[Diploma in Aeronautical Engineering(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA BANKING & FINANCE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[Artisan Salesmanship],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN STOREKEEPING(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN  HUMAN RESOURCE (ICM)],Sep,2019,1
Male,NAIROBI,Kenya,[DIP. INFORMATION COMM. TECHNOLOGY(DICT)(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[COMPUTER RESERVATION SYSTEM(GALILEO/AMADEUS)],Sep,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN JOURNALISM & MASS COMMUNICATION(ICM)],Sep,2019,1
Male,NAIROBI,Kenya,"[ARCHITECTURAL PROGRAMS AUTCAD, ARCHITECTURAL PROGRAMS-ARCHI CAD]",Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Sep,2019,1
Male,NAIROBI,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE HUMAN RESOURCE MGT(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT AIRLINE PASSENGER HANDLING(IATA)],Sep,2019,1
Male,NGARA,Uganda,[Diploma in Aeronautical Engineering(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Female,,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT AIRLINE PASSENGER HANDLING(IATA)],Sep,2019,1
Male,,Kenya,[DIPLOMA IN JOURNALISM & MASS COMMUNICATION(ICM)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE IN TOUR GUIDE AND ADMINISTRATION(ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT AIRLINE PASSENGER HANDLING(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT ELECTRICAL AND ELECTRONICS (KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN INTERNATIONAL FREIGHT MANAGEMENT(KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,"[WEB DESIGN-CSS, WEB DESIGN-JAVA SCRIPT, WEB DESIGN-PHP, WEB DESIGN-HTML5/6, WEB DESIGN-FLASH, WEB DESIGN-HTML5/6, WEB DESIGN-ASP, WEB DESIGN-MY SQL, WEB DESIGN-PYTHON, WEB DESIGN-ORACLE]",Sep,2019,1
Female,NAIROBI,Kenya,[Artisan Food And Beverage production and Services],Sep,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN FOOD PRODUCTION (ICM)12],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE IN SOCIAL DEVELOPMENT(KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Sep,2019,1
Female,,Congo,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Sep,2019,1
Female,NAIROBI,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Sep,2019,1
Female,NAIROBI,Rwanda,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Sep,2019,1
